arXiv:1209.0012, Title: Residual variance and the signal-to-noise ratio in high-dimensional  linear models
arXiv:1209.0016, Title: On the convergence of maximum variance unfolding
arXiv:1209.0021, Title: Simple techniques for likelihood analysis of univariate and multivariate  stable distributions: with extensions to multivariate stochastic volatility  and dynamic factor models
arXiv:1209.0185, Title: Marginal Likelihood Computation for Hidden Markov Models via Generalized  Two-Filter Smoothing
arXiv:1209.0253, Title: Bayesian inference for nonlinear structural time series models
arXiv:1209.0285, Title: Hypersurfaces and their singularities in partial correlation testing
arXiv:1209.0304, Title: Nonparametric instrumental regression with non-convex constraints
arXiv:1209.0367, Title: Seeded Graph Matching
arXiv:1209.0542, Title: The bivariate current status model
arXiv:1209.0633, Title: Nonparametric regression on hidden phi-mixing variables: identifiability  and consistency of a pseudo-likelihood based estimation procedure
arXiv:1209.0661, Title: Bayesian variable selection for spatially dependent generalized linear  models
arXiv:1209.0703, Title: Markov Chain Monte Carlo confidence intervals
arXiv:1209.0736, Title: On Set Size Distribution Estimation and the Characterization of Large  Networks via Sampling
arXiv:1209.0790, Title: A Regression Approach to Fairer Grading
arXiv:1209.0833, Title: Multiresolution Gaussian Processes
arXiv:1209.0876, Title: Fitting directed acyclic graphs with latent nodes as finite mixtures  models, with application to education transmission
arXiv:1209.0897, Title: Asymptotic properties of robust complex covariance matrix estimates
arXiv:1209.0899, Title: Shrinkage estimators for prediction out-of-sample: Conditional  performance
arXiv:1209.0901, Title: Spatial two tissue compartment model for DCE-MRI
arXiv:1209.1031, Title: Testing the Fractional Integration Parameter Revisited: a Fractional  Dickey-Fuller Test
arXiv:1209.1064, Title: A Max-Product EM Algorithm for Reconstructing Markov-tree Sparse Signals  from Compressive Samples
arXiv:1209.1119, Title: Augment-and-Conquer Negative Binomial Processes
arXiv:1209.1145, Title: Restricting exchangeable nonparametric distributions
arXiv:1209.1156, Title: Asymptotics for penalized spline estimators in quantile regression
arXiv:1209.1171, Title: Solving Support Vector Machines in Reproducing Kernel Banach Spaces with  Positive Definite Functions
arXiv:1209.1270, Title: A practical recipe to fit discrete power-law distributions
arXiv:1209.1302, Title: Weighted bootstrap in GARCH models
arXiv:1209.1360, Title: Multiclass Learning with Simplex Coding
arXiv:1209.1450, Title: On spatial selectivity and prediction across conditions with fMRI
arXiv:1209.1508, Title: Confidence sets in sparse regression
arXiv:1209.1557, Title: Learning Model-Based Sparsity via Projected Gradient Descent
arXiv:1209.1588, Title: Identification and well-posedness in nonparametric models with  independence conditions
arXiv:1209.1625, Title: Graph-Based Change-Point Detection
arXiv:1209.1706, Title: Default Bayesian Analysis for the Multivariate Ewens Distribution
arXiv:1209.1727, Title: Bandits with heavy tail
arXiv:1209.1740, Title: Spline Smoothing for Estimation of Circular Probability Distributions  via Spectral Isomorphism and its Spatial Adaptation
arXiv:1209.1826, Title: A spatio-spectral hybridization for edge preservation and noisy image  restoration via local parametric mixtures and Lagrangian relaxation
arXiv:1209.1873, Title: Stochastic Dual Coordinate Ascent Methods for Regularized Loss  Minimization
arXiv:1209.1902, Title: Nonparametric inference for $P(X<Y)$ with paired variables
arXiv:1209.1988, Title: Computational information geometry: theory and practice
arXiv:1209.1994, Title: Nonconcave Penalized Spline
arXiv:1209.1996, Title: A Bayesian Boosting Model
arXiv:1209.2013, Title: Bayesian Adaptive Smoothing Spline using Stochastic Differential  Equations
arXiv:1209.2072, Title: On the impossibility of constructing good population mean estimators in  a realistic Respondent Driven Sampling model
arXiv:1209.2076, Title: Estimating a Signal from a Magnitude Spectrogram via Convex Optimization
arXiv:1209.2085, Title: Nonparametric testing for no-effect with functional responses and  functional covariates
arXiv:1209.2160, Title: Group descent algorithms for nonconvex penalized linear and logistic  regression models with grouped predictors
arXiv:1209.2433, Title: Correlations between Google search data and Mortality Rates
arXiv:1209.2434, Title: Query Complexity of Derivative-Free Optimization
arXiv:1209.2437, Title: TIGER: A Tuning-Insensitive Approach for Optimally Estimating Gaussian  Graphical Models
arXiv:1209.2486, Title: On sampling social networking services
arXiv:1209.2544, Title: Estimation of entropy-type integral functionals
arXiv:1209.2566, Title: Generalizations of Matérn's hard-core point processes
arXiv:1209.2655, Title: Positivity and Transportation
arXiv:1209.2669, Title: Likelihood Estimation with Incomplete Array Variate Observations
arXiv:1209.2829, Title: Replicability analysis for genome-wide association studies
arXiv:1209.2978, Title: Graphical methods for inequality constraints in marginalized DAGs
arXiv:1209.3079, Title: Signal Recovery in Unions of Subspaces with Applications to Compressive  Imaging
arXiv:1209.3198, Title: Improving power posterior estimation of statistical evidence
arXiv:1209.3215, Title: Cramer-Rao-Induced Bounds for CANDECOMP/PARAFAC tensor decomposition
arXiv:1209.3230, Title: Link Prediction in Graphs with Autoregressive Features
arXiv:1209.3431, Title: Recovering Block-structured Activations Using Compressive Measurements
arXiv:1209.3442, Title: Negative Binomial Process Count and Mixture Modeling
