arXiv:1807.00002, Title: Single Index Latent Variable Models for Network Topology Inference
arXiv:1807.00042, Title: Neural Networks Trained to Solve Differential Equations Learn General  Representations
arXiv:1807.00068, Title: Fully Nonparametric Bayesian Additive Regression Trees
arXiv:1807.00070, Title: Quasi Markov Chain Monte Carlo Methods
arXiv:1807.00084, Title: A Learning Theory in Linear Systems under Compositional Models
arXiv:1807.00095, Title: Probabilistic Bisection with Spatial Metamodels
arXiv:1807.00135, Title: Robust functional regression based on principal components
arXiv:1807.00243, Title: chemmodlab: A Cheminformatics Modeling Laboratory for Fitting and  Assessing Machine Learning Models
arXiv:1807.00282, Title: A horse racing between the block maxima method and the  peak-over-threshold approach
arXiv:1807.00305, Title: Bayesian Nonparametrics for Directional Statistics
arXiv:1807.00337, Title: Records for Some Stationary Dependent Sequences
arXiv:1807.00347, Title: Robust Inference Under Heteroskedasticity via the Hadamard Estimator
arXiv:1807.00349, Title: Heuristic Framework for Multi-Scale Testing of the Multi-Manifold  Hypothesis
arXiv:1807.00359, Title: On null hypotheses in survival analysis
arXiv:1807.00365, Title: Calculation of sample size guaranteeing the required width of the  empirical confidence interval with predefined probability
arXiv:1807.00373, Title: New Heuristics for Parallel and Scalable Bayesian Optimization
arXiv:1807.00392, Title: Gradient Reversal Against Discrimination
arXiv:1807.00400, Title: Antithetic and Monte Carlo kernel estimators for partial rankings
arXiv:1807.00420, Title: A Piecewise Deterministic Markov Process via $(r,θ)$ swaps in  hyperspherical coordinates
arXiv:1807.00445, Title: Generative discriminative models for multivariate inference and  statistical mapping in medical imaging
arXiv:1807.00451, Title: Multi-distance Support Matrix Machines
arXiv:1807.00615, Title: A new decision theoretic sampling plan for type-I and type-I hybrid  censored samples from the exponential distribution
arXiv:1807.00810, Title: The risk function of the goodness-of-fit tests for tail models
arXiv:1807.00882, Title: Deep convolutional encoder-decoder networks for uncertainty  quantification of dynamic multiphase flow in heterogeneous media
arXiv:1807.00891, Title: Optimality and Sub-optimality of PCA I: Spiked Random Matrix Models
arXiv:1807.00915, Title: Diffusion Parameter Estimation for the Homogenized Equation
arXiv:1807.00931, Title: Controlling the False Discovery Rate via Knockoff for High Dimensional  Ising Model Variable Selection
arXiv:1807.00943, Title: Segmented correspondence curve regression model for quantifying  reproducibility of high-throughput experiments
arXiv:1807.00944, Title: Structure Learning of Markov Random Fields through Grow-Shrink Maximum  Pseudolikelihood Estimation
arXiv:1807.01057, Title: Limit theorems for sequential MCMC methods
arXiv:1807.01065, Title: When Gaussian Process Meets Big Data: A Review of Scalable GPs
arXiv:1807.01094, Title: Recovering gaps in the gamma-ray logging method
arXiv:1807.01104, Title: A Multiple Linear Regression Approach For Estimating the Market Value of  Football Players in Forward Position
arXiv:1807.01111, Title: The inverse xgamma distribution: statistical properties and different  methods of estimation
arXiv:1807.01133, Title: Time Series Modeling on Dynamic Networks
arXiv:1807.01137, Title: Simple Step-Stress Models with a Cure Fraction
arXiv:1807.01152, Title: Probability Based Independence Sampler for Bayesian Quantitative  Learning in Graphical Log-Linear Marginal Models
arXiv:1807.01200, Title: Power Maxwell distribution: Statistical Properties, Estimation and  Application
arXiv:1807.01202, Title: Generating Multi-Categorical Samples with Generative Adversarial  Networks
arXiv:1807.01239, Title: Bayesian Spatial Analysis of Hardwood Tree Counts in Forests via MCMC
arXiv:1807.01269, Title: Estimation of component reliability in repairable series systems with  masked cause of failure by means of latent variables
arXiv:1807.01279, Title: Dynamic Control of Explore/Exploit Trade-Off In Bayesian Optimization
arXiv:1807.01290, Title: New Losses for Generative Adversarial Learning
arXiv:1807.01305, Title: A new approach for sizing trials with composite binary endpoints using  anticipated marginal values and accounting for the correlation between  components
arXiv:1807.01308, Title: Proceedings of the 2018 ICML Workshop on Human Interpretability in  Machine Learning (WHI 2018)
arXiv:1807.01334, Title: Breast Cancer Diagnosis via Classification Algorithms
arXiv:1807.01346, Title: Finite Sample $L_2$ Bounds for Sequential Monte Carlo and Adaptive Path  Selection
arXiv:1807.01422, Title: Diagonal Discriminant Analysis with Feature Selection for High  Dimensional Data
arXiv:1807.01442, Title: Modeling Sparse Deviations for Compressed Sensing using Generative  Models
arXiv:1807.01470, Title: Post hoc false positive control for spatially structured hypotheses
arXiv:1807.01510, Title: Robust Identification of Target Genes and Outliers in Triple-negative  Breast Cancer Data
arXiv:1807.01514, Title: Generating Synthetic but Plausible Healthcare Record Datasets
arXiv:1807.01585, Title: cvBMS and cvBMA: filling in the gaps
arXiv:1807.01604, Title: Quasi-Monte Carlo Variational Inference
arXiv:1807.01623, Title: Modeling outcomes of soccer matches
arXiv:1807.01635, Title: Randomization Inference for Peer Effects
arXiv:1807.01666, Title: Conditional Tail-Related Risk Estimation Using Composite Asymmetric  Least Squares and Empirical Likelihood
arXiv:1807.01750, Title: Accelerated First-order Methods on the Wasserstein Space for Bayesian  Inference
arXiv:1807.01827, Title: Learning Theory and Algorithms for Revenue Management in Sponsored  Search
arXiv:1807.01902, Title: A Bayesian model for lithology/fluid class prediction using a Markov  mesh prior fitted from a training image
arXiv:1807.01914, Title: A multiple-try Metropolis-Hastings algorithm with tailored proposals
arXiv:1807.01969, Title: Variational Bayesian dropout: pitfalls and fixes
arXiv:1807.01987, Title: Model-based Clustering
arXiv:1807.02003, Title: A solution to a linear integral equation with an application to  statistics of infinitely divisible moving averages
arXiv:1807.02038, Title: Frame-constrained Total Variation Regularization for White Noise  Regression
arXiv:1807.02089, Title: Contextual Bandits under Delayed Feedback
arXiv:1807.02125, Title: Scalable Gaussian Processes with Grid-Structured Eigenfunctions  (GP-GRIEF)
arXiv:1807.02175, Title: Adaptive Paired-Comparison Method for Subjective Video Quality  Assessment on Mobile Devices
arXiv:1807.02191, Title: An MCMC Approach to Empirical Bayes Inference and Bayesian Sensitivity  Analysis via Empirical Processes
arXiv:1807.02215, Title: Empirical distributions of the robustified $t$-test statistics
