arXiv:1704.00023, Title: On the Reliable Detection of Concept Drift from Streaming Unlabeled Data
arXiv:1704.00040, Title: Robust Student's t based Stochastic Cubature Filter for Nonlinear  Systems with Heavy-tailed Process and Measurement Noises
arXiv:1704.00060, Title: Exploiting gradients and Hessians in Bayesian optimization and Bayesian  quadrature
arXiv:1704.00076, Title: A multivariate variable selection approach for analyzing LC-MS  metabolomics data
arXiv:1704.00117, Title: A Multi-Index Markov Chain Monte Carlo Method
arXiv:1704.00183, Title: Model selection and model averaging in MACML-estimated MNP models
arXiv:1704.00197, Title: iWinRNFL: A Simple, Interpretable & Well-Calibrated In-Game Win  Probability Model for NFL
arXiv:1704.00211, Title: Nonparametric causal effects based on incremental propensity score  interventions
arXiv:1704.00224, Title: A Time-Frequency Domain Approach of Heart Rate Estimation From  Photoplethysmographic (PPG) Signal
arXiv:1704.00240, Title: Crime Prediction by Data-Driven Green's Function method
arXiv:1704.00247, Title: Compressed Covariance Estimation With Automated Dimension Learning
arXiv:1704.00315, Title: Inference for the cross-covariance operator of stationary functional  time series
arXiv:1704.00352, Title: Simple Measures of Individual Cluster-Membership Certainty for Hard  Partitional Clustering
arXiv:1704.00387, Title: Identifying networks with common organizational principles
arXiv:1704.00391, Title: A two-stage working model strategy for network analysis under  Hierarchical Exponential Random Graph Models
arXiv:1704.00402, Title: A Class of Temporal Hierarchical Exponential Random Graph Models for  Longitudinal Network Data
arXiv:1704.00436, Title: Sparse Bayesian learning with uncertainty models and multiple  dictionaries
arXiv:1704.00520, Title: Efficient acquisition rules for model-based approximate Bayesian  computation
arXiv:1704.00522, Title: Clustered multi-state models with observation-level random effects,  mover-stayer effects and dynamic covariates: Modelling transition intensities  and sojourn times in a study of psoriatic arthritis
arXiv:1704.00530, Title: Admissibility of invariant tests for means with covariates
arXiv:1704.00541, Title: Dictionary-based Tensor Canonical Polyadic Decomposition
arXiv:1704.00543, Title: Mixture Hidden Markov Models for Sequence Data: The seqHMM Package in R
arXiv:1704.00566, Title: A new scope of penalized empirical likelihood with high-dimensional  estimating equations
arXiv:1704.00575, Title: Sparse mean localization by information theory
arXiv:1704.00583, Title: A PageRank Model for Player Performance Assessment in Basketball, Soccer  and Hockey
arXiv:1704.00587, Title: Analysis, detection and correction of misspecified discrete time state  space models
arXiv:1704.00588, Title: Causality and surrogate variable analysis
arXiv:1704.00607, Title: A New Measure of Conditional Dependence
arXiv:1704.00609, Title: What is the best fractional derivative to fit data?
arXiv:1704.00624, Title: Uncertainty and sensitivity analysis of functional risk curves based on  Gaussian processes
arXiv:1704.00637, Title: Semi-Supervised Generation with Cluster-aware Generative Models
arXiv:1704.00642, Title: Local nearest neighbour classification with applications to  semi-supervised learning
arXiv:1704.00665, Title: Investigating consumers' store-choice behavior via hierarchical variable  selection
arXiv:1704.00666, Title: Asymptotic causal inference with observational studies trimmed by the  estimated propensity scores
arXiv:1704.00674, Title: Nonparametric estimation of the conditional distribution at regression  boundary points
arXiv:1704.00767, Title: Geometric Insights into Support Vector Machine Behavior using the KKT  Conditions
arXiv:1704.00773, Title: A comparative study of counterfactual estimators
arXiv:1704.00794, Title: Time Series Cluster Kernel for Learning Similarities between  Multivariate Time Series with Missing Data
arXiv:1704.00823, Title: A Hierarchical Bayesian Model of Pitch Framing
arXiv:1704.00829, Title: Online deforestation detection
arXiv:1704.00835, Title: Near-Optimality of Linear Recovery from Indirect Observations
arXiv:1704.00850, Title: Estimating the spectral gap of a trace-class Markov operator
arXiv:1704.00946, Title: Approximation results regarding the multiple-output mixture of linear  experts model
arXiv:1704.00953, Title: Stress Testing German Industry Sectors: Results from a Vine Copula Based  Quantile Regression
arXiv:1704.00959, Title: Using clustering of rankings to explain brand preferences with  personality and socio-demographic variables
arXiv:1704.00963, Title: Correcting boundary over-exploration deficiencies in Bayesian  optimization with virtual derivative sign observations
arXiv:1704.01055, Title: One-step Local M-estimator for Integrated Jump-Diffusion Models
arXiv:1704.01066, Title: Tests for qualitative features in the random coefficients model
arXiv:1704.01168, Title: Learning Approximately Objective Priors
arXiv:1704.01171, Title: Rethinking probabilistic prediction in the wake of the 2016 U.S.  presidential election
arXiv:1704.01190, Title: Testing for arbitrary interference on experimentation platforms
arXiv:1704.01207, Title: Bayesian Model Averaging for the X-Chromosome Inactivation Dilemma in  Genetic Association Study
arXiv:1704.01233, Title: Smoothing and filtering with a class of outer measures
arXiv:1704.01302, Title: Extremes in Random Graphs Models of Complex Networks
arXiv:1704.01312, Title: On Generalization and Regularization in Deep Learning
arXiv:1704.01382, Title: On the construction of probabilistic Newton-type algorithms
arXiv:1704.01430, Title: Detecting confounding in multivariate linear models via spectral  analysis
arXiv:1704.01437, Title: Time-frequency analysis of locally stationary Hawkes processes
arXiv:1704.01445, Title: Bayesian Inference of Log Determinants
arXiv:1704.01458, Title: $β$-mixing and moments properties of a non-stationary copula-based  Markov process
arXiv:1704.01460, Title: Comparison Based Nearest Neighbor Search
arXiv:1704.01469, Title: Notes on Creating a Standardized Version of DVARS
arXiv:1704.01538, Title: Doubly Robust Inference for Targeted Minimum Loss Based Estimation in  Randomized Trials with Missing Outcome Data
arXiv:1704.01547, Title: Comment on "Biologically inspired protection of deep networks from  adversarial attacks"
arXiv:1704.01649, Title: Generating large Ising models with Markov structure via simple linear  relations
arXiv:1704.01664, Title: The Relative Performance of Ensemble Methods with Deep Convolutional  Neural Networks for Image Classification
arXiv:1704.01670, Title: Joint Maximum a Posteriori State Path and Parameter Estimation in  Stochastic Differential Equations
arXiv:1704.01673, Title: On Tests for Complete Independence of Normal Random Vectors
arXiv:1704.01701, Title: Learning Certifiably Optimal Rule Lists for Categorical Data
arXiv:1704.01732, Title: A Mathematically Sensible Explanation of the Concept of Statistical  Population
arXiv:1704.01847, Title: Maximum a Posteriori Joint State Path and Parameter Estimation in  Stochastic Differential Equations
arXiv:1704.01864, Title: Robust Causal Estimation in the Large-Sample Limit without Strict  Faithfulness
arXiv:1704.01871, Title: Massive Data Clustering in Moderate Dimensions from the Dual Spaces of  Observation and Attribute Data Clouds
arXiv:1704.01896, Title: On the Statistical Efficiency of Compositional Nonparametric Prediction
arXiv:1704.01910, Title: Geometry of Log-Concave Density Estimation
arXiv:1704.01932, Title: Estimación de la inicial de referencia utilizando simulación
arXiv:1704.01978, Title: Models for the Propensity Score that Contemplate the Positivity  Assumption and their Application to Missing Data and Causality
arXiv:1704.02007, Title: DIMM-SC: A Dirichlet mixture model for clustering droplet-based single  cell transcriptomic data
arXiv:1704.02030, Title: Using stacking to average Bayesian predictive distributions
arXiv:1704.02038, Title: Treatment-Response Models for Counterfactual Reasoning with  Continuous-time, Continuous-valued Interventions
arXiv:1704.02060, Title: Angle-Based Joint and Individual Variation Explained
arXiv:1704.02084, Title: A second-order PHD filter with mean and variance in target number
arXiv:1704.02097, Title: Multivariate Count Autoregression
arXiv:1704.02107, Title: When is Network Lasso Accurate?
arXiv:1704.02162, Title: Locally-adapted convolution-based super-resolution of  irregularly-sampled ocean remote sensing data
arXiv:1704.02207, Title: Introducing Inner Nested Sampling
arXiv:1704.02213, Title: A Joint Quantile and Expected Shortfall Regression Framework
arXiv:1704.02220, Title: Semi-Parametric Empirical Best Prediction for small area estimation of  unemployment indicators
arXiv:1704.02283, Title: A Bayesian Estimation for the Fractional Order of the Differential  Equation that Models Transport in Unconventional Hydrocarbon Reservoirs
arXiv:1704.02369, Title: Efficient parameter sampling for Markov jump processes
arXiv:1704.02370, Title: A Brief Introduction to the Temporal Group LASSO and its Potential  Applications in Healthcare
arXiv:1704.02381, Title: Adaptive estimation of the rank of the coefficient matrix in high  dimensional multivariate response regression models
arXiv:1704.02408, Title: Canonical correlation coefficients of high-dimensional Gaussian vectors:  finite rank case
arXiv:1704.02479, Title: Informed Bayesian T-Tests
arXiv:1704.02502, Title: Interactive Graphics for Visually Diagnosing Forest Classifiers in R
arXiv:1704.02519, Title: Identifiability and Estimation of Structural Vector Autoregressive  Models for Subsampled and Mixed Frequency Time Series
arXiv:1704.02531, Title: Three Skewed Matrix Variate Distributions
arXiv:1704.02532, Title: Deep Reinforcement Learning framework for Autonomous Driving
arXiv:1704.02534, Title: Noisy Tensor Completion for Tensors with a Sparse Canonical Polyadic  Factor
arXiv:1704.02545, Title: A note on MLE of covariance matrix
arXiv:1704.02568, Title: An Outlyingness Matrix for Multivariate Functional Data Classification
arXiv:1704.02578, Title: Strictly Proper Kernel Scoring Rules and Divergences with an Application  to Kernel Two-Sample Hypothesis Testing
arXiv:1704.02646, Title: Posterior Asymptotic Normality for an Individual Coordinate in  High-dimensional Linear Regression
arXiv:1704.02658, Title: Distributed Statistical Estimation and Rates of Convergence in Normal  Approximation
arXiv:1704.02664, Title: Accurate Prediction of Electoral Outcomes
arXiv:1704.02671, Title: Overlap Coefficients Based on Kullback-Leibler Divergence: Exponential  Populations Case
arXiv:1704.02686, Title: Word Embeddings via Tensor Factorization
arXiv:1704.02706, Title: Computing and Graphing Probability Values of Pearson Distributions: A  SAS/IML Macro
arXiv:1704.02739, Title: Integrating Additional Knowledge Into Estimation of Graphical Models
arXiv:1704.02760, Title: Constructing confidence sets for the matrix completion problem
arXiv:1704.02771, Title: Group Importance Sampling for Particle Filtering and MCMC
arXiv:1704.02778, Title: Multiscale Bayesian State Space Model for Granger Causality Analysis of  Brain Signal
arXiv:1704.02791, Title: Efficient SMC$^2$ schemes for stochastic kinetic models
arXiv:1704.02828, Title: Integral Transforms from Finite Data: An Application of Gaussian Process  Regression to Fourier Analysis
arXiv:1704.02840, Title: Local Asymptotic Normality of Infinite-Dimensional Concave Extended  Linear Models
arXiv:1704.02860, Title: Towards a general theory for non-linear locally stationary processes
arXiv:1704.02916, Title: Reinterpreting Importance-Weighted Autoencoders
arXiv:1704.02917, Title: On quantile residuals in beta regression
arXiv:1704.02999, Title: Estimating Local Interactions Among Many Agents Who Observe Their  Neighbors
arXiv:1704.03005, Title: Functional Regression with Unknown Manifold Structures
arXiv:1704.03070, Title: Online Nonparametric Anomaly Detection based on Geometric Entropy  Minimization
arXiv:1704.03106, Title: 3D mean Projective Shape Difference for Face Differentiation from  Multiple Digital Camera Images
arXiv:1704.03127, Title: Feature Sensitive Curve Registration by Kernel Matching
arXiv:1704.03144, Title: Parametric Gaussian Process Regression for Big Data
arXiv:1704.03177, Title: Time, Frequency & Time-Varying Causality Measures in Neuroscience
arXiv:1704.03212, Title: Nearly resolution V plans on blocks of small size
arXiv:1704.03216, Title: MultiBUGS: A parallel implementation of the BUGS modelling framework for  faster Bayesian inference
arXiv:1704.03239, Title: Sparse Bayesian vector autoregressions in huge dimensions
arXiv:1704.03262, Title: Gaussian autoregressive process with dependent innovations. Some  asymptotic results
arXiv:1704.03304, Title: Weak convergence of a non-Markov transition probability estimator with  applications to expected lengths of stay
arXiv:1704.03331, Title: A review on statistical inference methods for discrete Markov random  fields
arXiv:1704.03338, Title: Continuously tempered Hamiltonian Monte Carlo
arXiv:1704.03346, Title: Pedestrian Positioning Using WiFi Fingerprints and a Foot-mounted  Inertial Sensor
arXiv:1704.03354, Title: Optimized Data Pre-Processing for Discrimination Prevention
arXiv:1704.03360, Title: Redistricting: Drawing the Line
arXiv:1704.03377, Title: Extremal attractors of Liouville copulas
arXiv:1704.03380, Title: An ad-hoc modified Likelihood Function Applied to Optimization of Data  Analysis in Atomic Spectroscopy
arXiv:1704.03453, Title: The Space of Transferable Adversarial Examples
arXiv:1704.03458, Title: Personalized Survival Predictions for Cardiac Transplantation via Trees  of Predictors
arXiv:1704.03459, Title: Dynamic nested sampling: an improved algorithm for parameter estimation  and evidence calculation
arXiv:1704.03472, Title: Marginal Likelihoods from Monte Carlo Markov Chains
arXiv:1704.03581, Title: Polya Urn Latent Dirichlet Allocation: a doubly sparse massively  parallel sampler
arXiv:1704.03590, Title: RLE Plots: Visualising Unwanted Variation in High Dimensional Data
arXiv:1704.03631, Title: Batch Data Processing and Gaussian Two-Armed Bandit
arXiv:1704.03639, Title: Joint Semi-supervised RSS Dimensionality Reduction and Fingerprint Based  Algorithm for Indoor Localization
arXiv:1704.03651, Title: Preferential Bayesian Optimization
arXiv:1704.03656, Title: A new notion of majorization with applications to the comparison of  extreme order statistics
arXiv:1704.03711, Title: Investigation on the use of Hidden-Markov Models in automatic  transcription of music
arXiv:1704.03721, Title: A Stream-Suitable Kolmogorov-Smirnov-Type Test for Big Data Analysis
arXiv:1704.03731, Title: MATS: Inference for potentially Singular and Heteroscedastic MANOVA
arXiv:1704.03743, Title: Deep-FExt: Deep Feature Extraction for Vessel Segmentation and  Centerline Prediction
